#proc 	n	 		time
1		10000000	3.235035
1 		20000000	6.983159
1 		30000000	10.458802
1 		40000000	13.601487
1 		50000000	17.238303
1 		60000000	20.155342
1 		70000000	24.908967
1 		80000000	27.262799
1  	 	90000000	31.252951
1 		100000000	34.876628
