#proc 	n	 		time
8		10000000	1.314658
8 		20000000	2.704757
8 		30000000	4.026129
8 		40000000	5.678354
8 		50000000	6.823798
8 		60000000	8.161877
8 		70000000	9.547384
8 		80000000	10.857996
8  	 	90000000	12.570470
8 		100000000	13.839725
